230.57,424.73,218.39,140.41,162.72,186.38
230.76,424.6,232.75,139.56,162.78,184.71
235.86,427.51,232.25,143.59,165.14,189.7
236.48,418.78,231.75,143.71,164.07,189.07
235,418.16,232.2,138,163.42,188.99
232.15,416.72,232.88,136.93,162.93,187.53
231.78,416.12,233.67,135.72,165.16,186.89
233.85,418.74,232.96,131.6,165.46,187.69
231.3,419.14,235.26,138.07,164.96,187.54
227.55,416.32,233.26,134.8,163.24,188.82
229.04,415.84,233.02,134.81,162.08,186.65
229.54,417.46,234.3,132.65,161.86,185.17
225.77,414.71,228.62,132.89,164.38,182.72
221.69,409.54,227.12,127.72,162.98,180.8
226.8,416.06,226,124.92,167.06,186.51
225.67,416.54,222.72,122.85,165.86,181.96
226.78,417.13,219.73,118.85,165.86,184.76
226.21,420.69,219.35,117,166.99,185.13
233,430.3,221.08,121.44,165.85,186.33
227.79,428.02,220.84,121.4,163.95,187.97
227.52,431.31,223.43,124.04,162.73,191.16
226.37,432.11,221.23,123.51,161.49,192.53
227.37,429.17,220.97,120.87,162.29,193.96
226.47,433.51,220.5,116.26,161.85,193.88
228.2,435.27,217.7,116,163.59,191.6
228.87,438.69,213.89,117.87,162.14,189.87
220.69,430.81,214.94,113.37,159.81,186.43
216.79,435.15,214.13,115.59,159.32,186.88
216.32,431.34,217.16,116.78,158.06,184.89
222.5,430.59,214.79,119.1,157.46,186.49
222.77,427,211.61,119.14,154.69,187
222.66,423.04,209.89,116.91,151.16,184.52
220.11,414.2,205.32,108.1,148.66,179.55
220.91,405.72,203.53,106.47,148.71,175.4
220.82,401.7,200.74,102.83,150.92,171.39
222.38,408.39,202.59,107.21,157.24,177.89
220.85,408.9,204.11,106.21,156.45,173.33
222.77,409.44,201.28,108,157.36,176.25
229,417.14,202.13,119.37,163.38,178.5
229.79,413.12,198.9,117.59,161.78,172.12
226.49,410.6,198.46,125.61,162.85,170.8
228.03,413.84,198.73,128.3,164.68,173.12
227.18,413.49,197.98,126.46,166.16,175.5
226.84,416.79,196.1,129.37,165.62,177.04
224.53,415.55,195.96,123.74,163.8,176.13
226.4,424.14,197.21,128.5,165.85,180.11
226.51,424.8,196.03,127.25,167.18,178.88
225.89,421.53,194.73,130,166.67,178.22
226.05,418.47,193.78,124.58,162.96,177.06
224.72,421.03,193.95,122.86,161.3,177.59
221.72,416.86,192.32,118.08,160.37,170.1
221.27,414.01,190.99,116.14,164.16,170.23
217.53,406.81,189.48,109.02,162.29,166.8
216.24,406.02,191.45,104.75,163.67,166.94
213.31,402.69,192.61,104.97,162.03,165.8
209.82,398.43,186.8,98.91,158.94,162.77
207.23,399.61,186.8,104.25,158.29,161.93
209.27,395.15,183.31,100.45,159.25,161.02
219.86,408.49,189.12,107.27,166.66,167.9
218.36,417.11,189.66,109.21,170.76,184.07
222.08,418.35,192.14,117.02,171.54,186.98
218.8,422.92,191.04,103.73,170.29,181.71
218.24,426.73,191.5,111.59,169.53,183.2
217.96,425.27,191.75,113.06,167,182.5
217.49,418.4,191.98,112.28,167.28,179.85
218.54,428.9,184.02,114.25,172.63,180.83
225.01,444.85,184.1,122.59,181.79,186.41
223.96,442.94,184.15,123.54,181.67,182.55
224.31,437.11,183.25,117.93,177.66,183.13
224.18,440.37,185.22,121.09,177.69,183.75
228.88,443.52,187.45,117.99,181.02,187.93
234.82,449.52,185.81,126.36,183.92,193.02
234.4,453.96,182.88,128.44,186.53,192.72
230.54,453.55,182.83,129.24,185.07,194.49
227.57,454.7,178.31,127.4,185.57,195.05
232.98,466.25,177.84,134.91,191.18,199.79
228.68,459.54,176.48,131.38,188.98,199.34
227.82,466.24,177.64,128.2,189.03,199.29
226.34,467.56,176.02,125.83,190.6,200
221.55,460.77,175.73,128.28,185.82,197.59
220.27,459.28,177.3,122.67,185.24,200
216.75,456.73,175.1,124.3,182.99,197.2
210.62,446.95,172.95,123.54,182.15,193.25
214.1,452.85,170.85,123.99,185.41,197.85
213.25,452.16,171.87,126.4,183.88,193.61
209.07,450.95,172.6,126.09,184.03,186.34
208.14,447.67,175.01,118.11,179.22,185.57
207.49,449.78,172.46,126.57,179.63,189.08
209.68,445.7,173.92,130.78,176.3,186.1
214.29,446.34,170.55,135.58,175.09,182.81
216.67,448.37,169.5,130.98,177.24,184.06
212.49,442.57,169.21,131.88,176.79,183.66
214.24,441.58,169.12,129.61,175.16,183.83
213.07,441.06,169,125.2,177.79,186.89
207.15,432.68,169.32,120.91,176.62,187.23
193.12,427.87,170.38,121.79,175.01,187.06
196.89,423.85,170.01,120.89,174.46,184.3
194.48,424.52,168.2,121,176.73,185
195.87,424.01,167.38,122.44,175.41,181.28
194.35,416.07,165.81,116.44,173.79,179.34
194.03,413.52,165.28,115,173.17,178.34
192.25,415.13,166.85,109.63,172.5,176.44
191.29,414.67,165.63,110.5,172.11,179.32
190.29,429.17,167.05,114.83,175.9,182.02
189.99,430.32,169.66,113.9,176.4,182.15
189.98,430.16,170.89,106.47,174.99,180.75
186.88,427,170.67,103.8,173.55,181.05
190.9,430.52,173.69,94.95,176.38,183.13
192.35,429.04,173.47,95.39,177.85,183.15
191.04,425.34,169.92,94.78,176.92,183.54
189.87,420.21,169.03,92.48,176.06,184.7
189.84,420.99,168.97,94.36,174.18,183.63
189.72,423.08,168.26,94.63,172.51,185.99
187.43,416.56,167.36,91.36,170.34,187.07
186.28,413.72,167.56,90.4,169.14,186.57
183.05,414.74,167.15,89.88,168.65,187.48
184.57,412.32,166.27,88.75,169.96,189.5
182.74,410.54,169.9,90.41,169.38,188
182.4,409.34,168.38,90.55,171.25,188.76
181.71,413.54,168.61,92.14,168.1,188.7
183.38,406.66,165.71,88.79,167.24,186.21
173.03,397.84,164.69,85.82,166.62,184.72
169.3,394.94,164.43,83.04,163.86,179
170.33,389.33,166.2,86.4,162.78,175
173.5,402.25,167.43,87.76,166.15,180.96
169.3,406.32,167.13,87.74,171.95,179.62
169.89,399.04,168.91,82.63,156,173.67
169.02,409.06,184.1,79.68,159.13,176.59
166.9,407.57,182.19,82.42,158.26,179.54
165.84,400.96,181.9,79.52,156.28,177.23
165,399.12,181.58,76.2,154.09,174.63
167.04,404.27,181.47,84.67,156.01,179.22
168,411.84,183.1,84.04,155.47,181.28
169.38,414.58,183.75,87.42,154.4,183.32
172.69,413.64,181.25,86,154.86,183.62
176.55,421.9,182.27,88.19,157.73,186.13
175.04,427.93,185.9,90.62,159.41,189.05
167.78,423.26,186.04,87.04,156.14,185.95
169.67,426.28,189.31,85.35,156.6,185.67
168.45,424.59,189.82,87.13,154.85,185.19
169.58,425.52,189.14,88.01,152.5,185.07
168.82,417.88,187.94,85.91,150.53,180
169.65,420.45,190.9,88.96,154.92,182.41
168.84,421.44,188.88,89.45,154.56,180.69
170.03,424.57,189.83,90.36,155.49,180.97
171.48,420.72,190.96,90.36,150.93,180.38
173.31,421.43,190.8,90.25,150.87,179.83
169.71,421.65,188.5,92.56,150.67,178.3
170.85,422.86,188.79,95,150.07,179.71
172.28,428.74,190.84,94.29,150.77,178.87
171.37,429.37,191.9,91.44,147.6,178.15
178.67,425.23,193.96,90.37,148.74,178.15
176.08,421.41,193.34,89.4,147.03,175.9
173.72,417.32,191.69,88.46,147.68,174.48
172.62,416.42,191.07,87.84,141.18,174.42
173,425.22,193.43,87.94,143.1,178.75
171.13,415.1,196.7,90.89,139.79,176.56
173.23,415.28,197.78,91.91,138.5,175.39
172.75,404.52,191.73,85.77,137.67,171.96
170.73,406.22,195.95,87.53,135.41,175.35
169,409.14,196.54,92.67,134.38,176.82
169.12,402.09,196.16,88.7,131.4,173.51
170.12,402.65,191.95,85.96,132.67,174.12
175.1,414.92,193.06,85.24,133.35,177.58
179.66,415.5,188.2,82.28,137.14,178.22
180.75,413.64,185.03,79.11,138.46,176.76
181.42,407.72,185.3,77.66,136.38,173.16
182.63,407.48,184.87,78.7,138.88,173.54
181.16,407.54,184.13,79.09,137.57,174.73
182.52,410.34,185.72,78.82,143.96,174.99
184.37,411.65,184.21,78.54,144.09,174.58
182.32,402.18,179.7,67.47,142.55,168.59
181.56,402.79,183.44,69.45,141.12,167.08
182.31,404.06,187.64,72.61,140.52,169.51
183.86,406.56,186.87,72.66,142.77,169.8
184.15,409.49,183.57,73.9,145.94,170.98
185.04,406.32,183.7,72.13,145.14,168.64
187.15,415.26,186.16,72.25,147.53,172.34
188.85,420.55,186.34,72.13,149,174.45
188.32,414.11,184.36,69.64,145.91,169.84
189.41,414.05,183.74,70.1,145.54,170.53
189.3,405.49,183.41,68.22,144.1,169.15
187.68,405.65,183.42,69.33,143.68,170.31
185.85,411.22,185.79,66.16,142.38,171.81
186.86,403.78,186.9,63.03,141.16,159.28
184.4,397.58,183.66,61.53,140.1,155.2
188.04,408.59,187.87,62.77,151.46,159
191.73,409.72,187.14,62.47,153.51,161.26
192.42,403.93,187.42,61.03,152.19,159.12
194.17,404.87,190.43,61.62,151.87,157.75
194.5,402.56,173.93,61.36,148.7,156.87
195.18,398.9,173.94,59.87,147.04,156.02
193.89,396.51,172.83,59.65,145.99,154.78
191.56,398.67,171.48,59.49,146.38,155.34
188.63,393.87,166.84,57.11,143.48,153.5
182.68,389.47,166.08,56.05,141.47,151.71
183.63,390.27,166.96,56.38,142.49,153.16
185.92,388.47,165.8,54.71,142.65,154.62
185.59,384.63,162.16,54.82,142.08,155.18
186.19,382.77,161.23,54.35,142.28,153.73
185.14,375.79,160.08,53.14,140.95,151.37
185.56,374.69,161.14,52.25,138.84,149.1
181.18,367.75,159.16,49.1,135.73,145.24
181.91,367.94,160.86,48,136.39,144.57
184.25,370.6,160.1,47.57,138.92,148.47
185.64,370.87,161.5,48.17,138.17,149.93
192.53,376.04,163.55,49.52,139.69,151.94
193.58,375.28,163.75,49.52,140.23,153.38
193.15,374.07,163.46,49.42,140.37,153.34
193.05,374.66,163.21,49.28,141.52,153.41
193.6,374.58,162.14,48.83,141.49,153.42
194.68,373.54,160.78,48.99,140.42,153.84
194.83,370.62,160.05,48.11,138.34,152.12
196.94,373.26,161.56,49.6,136.65,153.79
195.89,372.65,162.74,50.08,135.8,154.07
197.57,370.73,162.23,48.89,132.6,149.97
198.11,365.93,162.91,48.35,131.94,147.42
197.96,374.37,163.62,48.09,132.57,148.84
194.71,374.38,164.71,47.66,132.52,147.48
193.18,371.3,163.51,46.63,133.29,145.89
195.71,374.23,161.96,47.51,134.99,147.42
194.27,370.95,160.22,46.6,136.93,146.88
192.32,368.8,160.28,45.5,130.02,144.52
193.42,372.52,161.39,46.57,130.99,146.88
189.43,369.14,161.1,45.51,129.27,144.84
191.24,374.51,160.55,46.77,131.86,147.03
189.95,378.91,158.56,46.77,132.53,146.09
189.37,378.85,156.41,48.14,134.99,146.32
190.4,382.7,155.65,47.82,137.2,147.03
189.79,378.61,155.57,48.24,136.41,147.73
189.97,377.43,155.18,47.78,136.69,146.74
191.31,377.85,155.13,48.72,138.49,146.71
190.64,373.07,153.91,49.94,136.97,143.9
191.45,377.44,154.35,50.41,136.25,146.13
189.69,369.85,152.89,49.3,135.31,145.18
189.71,376.17,153.06,49.48,136.93,142.83
188.01,369.67,152.58,48.89,134.62,143.2
187.44,370.27,150.41,49.66,133.62,145.8
184.8,366.68,148.1,48.62,132.09,142.59
186.4,369.67,149.02,48.34,132.59,143.56
182.41,360.69,146.62,46.95,130.24,140.6
182.89,363.2,148.03,46.57,131.84,142.08
181.82,360.53,148.83,45.96,130.97,142.71
179.23,356.53,148.97,45.75,130.25,139.74
176.65,352.8,147.9,45.01,129.1,138.6
177.57,348.32,147.01,43.51,127.49,138.07
173.97,346.07,145.4,42.33,126.45,137
170.77,338.11,144.64,40.78,124.08,133.09
170.29,337.31,142.63,41.16,124.46,132.71
168.22,329.81,142.52,40.5,122.17,127.74
166.89,327.89,143.76,40.33,122.28,119.57
171.1,340.67,137.08,41.78,125.61,121.39
173.44,330.53,137.79,43.66,138.81,128.56
173,329.32,136.38,42.98,136.5,126.56
172.88,326.67,137.16,41.39,135.6,125.17
175.46,331.32,138.01,42.1,137.75,128.4
175.84,330.11,139.97,42.2,137.96,128.13
177.15,332.06,140.32,43.94,139.72,131.47
178.72,332.64,139.21,46.1,139.1,132.55
178.85,327.73,138.46,45.46,137.36,129.79
180.71,331.16,141.24,46.95,138.97,132.33
179.8,332.42,143.23,46.81,140.55,131.83
178.39,328.39,142.11,45.8,138.06,129.48
178.99,329.82,142.2,45.27,138.42,128.26
177.49,327.26,142.03,45.76,137.58,127.96
174.91,319.36,141.52,44.69,135.07,125.96
173.66,318.96,141.07,44.04,135.24,127
172.4,313.39,140.39,43.52,132.43,124.72
173.75,321.8,140.8,44.78,134.17,129.46
171.21,315.75,140.3,43.5,130.86,127.12
170.69,313.64,141.58,43.09,132.31,125.98
170.43,312.79,143.17,42.47,130.54,125.98
171.96,312.14,143.24,41.91,128.57,125.98
176.08,317.54,146.48,42.22,131.11,131.27
174.79,317.01,146.91,41.61,130.25,129.12
173.93,319.53,147.38,41.02,130.44,129.33
175.49,320.77,149.83,42.24,133.74,135.29
179.07,328.65,146.52,43.52,138.04,137.63
177.97,329.06,145.09,43.97,138.21,139.98
175.01,330.22,145.99,43.9,137.4,140.39
175.74,338.7,147.35,45.58,138.1,144.72
174.21,336.06,146.55,45.49,136.71,144.85
176.3,331.77,146.3,44.87,135.34,141.23
179.36,337.94,148.38,45.18,136.92,143.1
178.18,334.27,147.68,45.57,136.38,138.23
177.56,329.91,147.52,46.24,135.26,137.85
182.91,332.88,148.06,47.06,134.46,135.36
189.7,333.55,148.13,48.55,135.77,137.27
189.46,328.66,147.94,48.51,135.66,138.12
187.87,327.76,146.83,49.36,136.17,138.01
187.65,328.79,146.86,49.26,135.88,135.07
184.12,328.41,146.45,48.78,134.57,134.91
180.19,323.7,146.02,46.84,131.01,133.14
178.61,322.98,145.35,46.02,129.88,133.26
176.38,319.97,143.55,47.16,129.78,131.84
181.12,327,143.41,47.12,132.37,135.52
177.23,322.46,141.49,45.67,129.08,134.25
175.84,321.88,142.28,46.97,128.37,134.68
174.49,316.48,141.41,43.3,127.46,133.22
174,316.88,140.66,43.34,129.92,133.98
176.57,320.4,140.64,43.49,128.7,135.07
177.45,321.86,141.87,43.94,129.78,137.67
179.46,324.04,141.91,43.75,131.33,140.57
177.79,321.01,143.12,40.86,129.56,138.41
177.97,322.93,143.25,42.39,129.69,138.56
178.19,322.23,142.49,42.55,129.66,137.85
179.8,326.05,145.91,44.66,131.4,139.94
178.85,330.11,146.18,45.42,131.53,142.22
181.99,327.78,144.24,44.68,128.11,139.57
191.17,326.66,144.45,44.52,128.45,128.91
192.58,327.5,144.17,44.27,128.38,128.21
195.61,336.34,143.33,46.51,131.55,131.69
196.45,335.92,144.18,46.73,132.72,133.68
195.83,338.37,143.45,46.75,132.58,132.21
193.22,330.72,142.97,45.9,129.4,128.25
194.5,337.77,141.07,45.45,129.27,128.15
193.62,350.98,140.33,45.68,122.21,129.13
192.75,345.11,139.54,44.61,121.53,128.8
191.94,343.77,138.94,44.31,120.02,130
193.13,346.87,138.38,45.52,119.2,129.96
195.1,355.08,135.48,47.08,122.03,135.36
193.73,359.49,135.36,47.49,123.76,132.83
193.99,345.73,134.24,46.46,124.65,133.56
190.69,345.24,133.4,45.47,125.42,134.68
190.54,342.66,133.92,45.98,124.54,134.3
189.77,337.2,132.84,43.9,118.93,130.8
188.08,332.47,134.44,42.41,117.14,128.78
188.61,331.83,132.9,42.18,116.45,127.13
190.68,337.22,132.08,42.5,119.48,129.78
191.81,341.27,132.16,42.1,120.11,128.36
191.33,338.15,134.24,42.32,121.75,130.38
192.46,337.99,133.67,42.41,119.9,130.22
193.97,340.54,133.81,42.3,119.7,130.36
189.59,335.05,134.06,40.82,119.1,127.9
189.25,335.85,131.76,41.12,120.18,129.04
188.06,334.57,132.34,41.88,118.33,129.18
185.27,328.6,131.34,40.63,118.34,127.33
186.68,335.02,129.43,42.21,122.34,129.33
187,339.71,131.17,43.03,123.15,130.15
183.96,333.56,133.69,43.05,120.55,124.83
185.01,338.05,135.96,43.81,123.1,125.78
184.92,342.33,137.48,42.69,123.53,125.49
186.01,348.1,138.4,42.65,125.09,127.11
183.95,337.34,137.2,43,123.67,126.42
183.31,334.29,137.6,41.02,123.83,126.66
183.79,331.85,136.42,39.48,123.64,126.57
180.96,326.79,135.3,38.77,122.23,123.43
180.57,325.26,134.41,38.51,122.14,124.25
177.82,323.38,134.38,37.48,122.5,121.23
179.21,333.68,132.69,38.65,127.31,126.61
179.58,335.94,132.64,39.17,126.01,125.3
180.95,335.4,132.42,39.33,124.67,124.25
180.09,332.58,129.82,39.77,123.72,122.77
177.25,328.39,128.59,37.83,122.87,120.58
177.3,331.21,129.48,40.11,123.67,121.66
175.43,332.89,128.89,38.95,124.61,120.11
172.99,325.92,126.76,37.98,123.48,115
171.84,313.85,125.68,30.54,120.9,116.75
171.56,315.26,128.18,30.69,122.56,114.99
174.2,321.18,127.5,31.18,125.05,115.01
175.16,318.34,127.26,31.26,122.76,116.25
175.05,318.52,126.15,31.68,122.83,118.15
172.69,314,125.71,30.18,120.84,115.5
172.07,311.74,123.46,29.21,119.51,113.4
172.07,309.46,123.36,28.95,116.51,111.2
172.57,308.97,122.84,28.34,117.51,110.26
173.75,310.11,120.9,28.58,116.57,112.18
173.56,312.31,122.02,28.89,111.75,110.19
171.77,307,121.17,28.57,107.35,106.62
173.5,308.65,123.4,29.15,107.77,105.83
173.57,310.65,123.65,28.68,105.57,105.66
165.79,305.41,122.57,27.56,104.69,104
167.45,304.4,123.45,27.8,105.41,103.65
168.54,305.41,125.16,28.21,105.32,103.63
169.59,305.56,126.09,28.91,107.2,102.05
169.68,307.26,126.41,27.75,107.34,105.45
168.41,304.83,126.97,27.23,107.59,109.82
163.76,295.37,125.85,26.96,103.71,104.98
163.77,275.42,125.89,26.24,103.85,102.57
165.33,281.77,125.4,27.04,105.97,106.21
165.02,285.76,125.73,27.12,105.41,106.96
166.65,286.11,126.36,27.1,105.29,103.81
167.63,288.45,126.32,27.93,104.18,104.3
166.47,288.37,127.78,27.67,104.5,102.3
165.23,288.8,127.82,27,105.97,102.74
165.21,286.14,128.14,26.76,108.87,102.51
165.56,289.84,127.9,26.46,107.43,102.4
160.1,283.49,128.54,26.5,104.64,97.83
160.8,282.83,130.42,27.17,105.35,99.92
162.03,289.39,131.03,27.58,106.44,102.17
164.66,291.6,130.5,27.04,108.42,102.06
163.76,284.34,132.14,26.88,104.47,101.1
165.63,287.18,131.6,27.45,104.72,103.95
166.17,287.23,132.06,27.97,104.36,102.41
164.9,288.3,131.09,27.78,103.73,103.29
162.36,284.05,129.22,27.38,100.89,102
160.77,280.51,129.71,26.98,101.39,100.25
157.65,275.23,129.34,26.41,101.03,97.24
158.28,276.38,129.31,26.53,102.46,98.04
160.25,280.57,125.29,26.78,105.44,98.13
158.93,277.66,123.37,27.19,105.6,98.71
157.83,272.29,124.05,26.47,103.37,98.7
159.28,273.78,126.57,26.2,104.92,100.61
157.4,272.23,125.94,25.9,101.22,97.71
155,279.43,123.69,25.73,101.62,98.95
155.85,276.2,124.7,25.54,100.32,100.04
152.99,265.44,123.28,24.23,96.11,96.2
152.59,260.79,124.65,24.06,93.97,94.88
150.47,253.92,125.58,22.97,91.11,92.43
148.5,248.59,125.45,22.97,90.63,90.73
150.59,252.32,126.16,23.44,92.32,92.25
152.87,253.7,128.05,24.18,94.25,93.92
151.6,254.15,128.25,23.29,93.86,93.55
153.83,256.87,130.19,23.55,95.13,93.75
151.03,255.29,129.64,23.89,93.65,94.9
145.91,251.11,128.93,23.31,92,92.13
145.31,246.27,128.19,22.7,90.36,92.17
147.41,249.42,129.3,23.22,90.06,94.23
147.92,250.16,130.49,23.5,89.87,93.76
146.71,249.22,130.57,23.29,89.13,93.5
149.4,254.77,130.79,23.66,90.89,95.82
148.91,251.51,130.97,20.75,91.65,95.79
148.48,252.67,131.71,20.66,91.79,94.58
152.55,258.06,135.02,21.39,94.35,97.2
153.71,262.15,135,22,95.51,98.15
155.33,269.32,136.4,22.76,96.94,101.16
153.2,272.17,136.01,22.97,94.68,99.7
153.85,271.32,137.35,21.79,94.61,99.54
151.01,263.1,135.6,21.27,94.57,97.61
150.87,263.62,133.75,22.34,95.01,98.24
151.92,266.73,135.98,22.21,99.37,100.05
154.65,267.56,135.84,22.17,107.64,102.11
151.73,256.77,136.18,21.09,102.9,102.18
154.5,258.35,136.94,21.1,104.78,103.39
150.82,264.6,136.39,21.71,107.74,112.91
145.43,252.75,135.09,20.94,100.43,105.15
144.29,247.81,134.73,19.54,98.84,103.13
143,242.71,135.3,19.16,96.94,100.55
145.93,248.16,134.39,20.37,99.37,102.24
143.96,248,134.45,19.8,97.52,99.22
141.86,240.61,140.76,19.32,95.22,97.18
142.53,242.04,141.49,19.27,97.7,96.32
141.11,242.58,141.86,19.19,99.79,97.52
137.87,240.22,141.2,17.84,98.02,97.25
135.27,231.93,140.62,16.77,93.05,93.68
135.21,235.81,140.41,17.38,91.12,95.46
135.94,240.35,145.19,17.7,91.29,96.05
134.76,239.23,145.89,16.9,92.12,98.12
133.41,238.51,145.55,16.51,91.13,95.27
133.49,235.77,145.26,16,91.52,95.09
130.73,228.85,144.8,15.91,88.42,89.87
130.15,227.12,143.55,15.63,88.02,87.36
129.62,224.93,143.7,14.86,87.34,86.08
125.02,222.31,141.11,14.27,86.2,83.12
126.36,229.1,142.6,14.75,88.08,85.14
125.07,239.58,141.55,14.32,89.12,85.82
129.93,239.82,140.89,14.61,88.23,84
129.61,241.01,141.06,14.6,88.45,84.18
126.04,234.53,140.02,14.04,86.02,81.82
130.03,236.96,142.42,14.12,87.39,83.04
131.86,238.73,141.65,15.21,89.23,85.25
132.23,238.19,140.88,15.34,87.76,83.79
135.45,244.43,142.14,16.5,89.58,86.77
132.3,241.8,141.28,16.09,89.02,85.19
132.37,240.45,138.87,16.25,88.44,84.92
134.51,244.69,140.16,16.57,90.26,87.86
136.5,249.01,142.36,16.95,90.86,88.45
143.21,257.22,149.86,17.67,95.07,91.58
145.47,256.92,150.57,18.07,95.63,92.49
144.49,252.51,149.21,17.54,93.31,90.55
142.16,245.42,147.05,17,92.83,89.09
142.65,247.4,147.78,17.17,93.71,90.35
140.94,244.37,147.27,16.12,94.94,88.46
142.91,245.12,147.5,15.99,96.98,88.25
146.63,250.2,147.41,16.61,99.48,91.01
147.81,255.02,148.67,16.88,100.44,94.13
148.31,254.69,149.16,17.14,100.99,95.5
148.03,255.14,148.9,16.92,100.99,96.54
141.17,240.33,146.49,15.64,95.19,92.42
144.22,241.76,146.18,15.83,96.05,93.95
148.11,247.49,148.37,16.27,97.46,93.41
151.07,247.58,148.75,16.52,98.46,94.13
150.18,245.03,149.1,16.04,97.05,93.2
148.01,242.05,146.68,15.32,95.6,92.46
151.29,241.22,147.64,15.41,97.43,94.14
150.72,241.68,146.09,15.68,98.36,94.85
148.79,241.73,144.52,15.91,98.85,97.12
150.04,241.97,144.34,16.67,98.44,98.94
148.28,241.55,144.2,16.3,95.7,98.49
149.7,247.11,143.17,16.33,96.41,100.79
146.87,242.98,141.23,15.75,93.94,96.63
134.87,224.51,137.39,13.78,87.32,86.14
139.5,228.87,140.04,14.6,88.9,89.98
138.92,227.87,138.34,14.3,88.49,90.53
138.38,221.39,136.96,14.16,86.58,90.98
138.88,214.25,134.47,13.42,83.43,89.3
145.03,220.1,136.83,13.22,86.97,92.12
150.65,228.17,138.2,13.54,90.47,96.79
153.34,232.13,138.29,13.5,94.51,102.44
155.74,235.87,138.51,13.83,96.29,103.41
144.8,226.75,134.77,13.18,92.22,110.96
149.35,231.32,135.01,12.9,94.93,115.66
152.34,250.66,132.93,13.26,104.48,120.6
149.45,247.25,132.69,12.6,102.52,119.82
147.27,242.12,129.9,12.47,101.13,119.32
143.39,236.15,128.3,12.19,99.97,115.25
143.86,236.48,122.51,12.05,99.63,115.07
143.75,238.5,122.94,11.97,100.77,116.36
142.41,237.53,121.52,11.89,99.97,113.79
138.38,228.56,120.04,11.23,96.56,106.9
142.99,234.24,121.79,11.96,99.06,112.53
138.34,225.75,117.57,11.5,97.56,112.9
138.98,225.41,117.8,11.59,97.18,112.21
140.42,229.25,117.75,11.67,97.86,113.67
140.09,234.24,118.82,12.08,98.68,114.56
145.43,246.79,122.23,13.13,101.42,120.3
146.4,249.2,125.74,13.21,101.43,120.95
146.1,248.88,125.5,13.17,101.64,121.09
142.45,240.74,121.51,12.51,98.64,115.88
138.2,232.9,118.81,12.14,95.65,113
142.48,237.5,121.63,12.22,97.42,114.8
149.84,241.07,122.76,12.74,100.05,118.01
151.76,236.41,121.74,12.41,97.5,114.41
150.77,237.45,122.01,12.23,98.17,115.15
150.43,237.92,122.71,12.52,98.74,113.78
152.74,240.98,125.31,12.56,100.14,117.31
153.72,238.95,124.93,13.26,99.28,118.54
156.9,242.45,126.3,13.18,101.14,122.19
154.48,244.52,127.73,13.38,103.07,124.66
150.7,244.74,127.27,13.2,102.8,123.53
152.37,245.38,125.49,12.93,102.91,126.28
155.31,252.22,127.69,13.13,105,128.55
153.84,251.99,127.25,13.13,104.32,126.82
163.43,266.65,130.66,14.51,110.86,136.45
157.37,264.46,129.19,14.39,110.65,133.27
154.46,258.52,128.47,13.99,108.38,129.82
155.96,258.09,127.71,13.71,109.45,129.48
154.53,253.25,126.72,13.47,106.81,126.11
155.81,256.06,127.79,13.65,107.85,127.51
157.96,260.4,129.66,13.94,109.74,127.82
157.22,261.47,128.45,15.09,108.22,126.77
158.91,262.97,129.58,15.47,108.94,128.73
